"tstat","ptype","value","n","tau","EY","B","H0A","H0Y","seed"
"T11","rho.sharp",0.54,24,5,0.5,200,TRUE,TRUE,4000001
"T11","rho.oracle",0.51,24,5,0.5,200,TRUE,TRUE,4000001
"T11","rho.plug",0.69,24,5,0.5,200,TRUE,TRUE,4000001
"T12","rho.sharp",0.52,24,5,0.5,200,TRUE,TRUE,4000001
"T12","rho.oracle",0.475,24,5,0.5,200,TRUE,TRUE,4000001
"T12","rho.plug",0.655,24,5,0.5,200,TRUE,TRUE,4000001
"T13","rho.sharp",0.665,24,5,0.5,200,TRUE,TRUE,4000001
"T13","rho.oracle",0.6,24,5,0.5,200,TRUE,TRUE,4000001
"T13","rho.plug",0.915,24,5,0.5,200,TRUE,TRUE,4000001
"T21","rho.sharp",0.745,24,5,0.5,200,TRUE,TRUE,4000001
"T21","rho.oracle",0.68,24,5,0.5,200,TRUE,TRUE,4000001
"T21","rho.plug",0.84,24,5,0.5,200,TRUE,TRUE,4000001
"T22","rho.sharp",0.42,24,5,0.5,200,TRUE,TRUE,4000001
"T22","rho.oracle",0.39,24,5,0.5,200,TRUE,TRUE,4000001
"T22","rho.plug",0.525,24,5,0.5,200,TRUE,TRUE,4000001
"T23","rho.sharp",0.145,24,5,0.5,200,TRUE,TRUE,4000001
"T23","rho.oracle",0.14,24,5,0.5,200,TRUE,TRUE,4000001
"T23","rho.plug",0.4,24,5,0.5,200,TRUE,TRUE,4000001
"T31","rho.sharp",0.635,24,5,0.5,200,TRUE,TRUE,4000001
"T31","rho.oracle",0.575,24,5,0.5,200,TRUE,TRUE,4000001
"T31","rho.plug",0.745,24,5,0.5,200,TRUE,TRUE,4000001
"T32","rho.sharp",0.505,24,5,0.5,200,TRUE,TRUE,4000001
"T32","rho.oracle",0.465,24,5,0.5,200,TRUE,TRUE,4000001
"T32","rho.plug",0.62,24,5,0.5,200,TRUE,TRUE,4000001
"T33","rho.sharp",0.13,24,5,0.5,200,TRUE,TRUE,4000001
"T33","rho.oracle",0.16,24,5,0.5,200,TRUE,TRUE,4000001
"T33","rho.plug",0.6,24,5,0.5,200,TRUE,TRUE,4000001
"T41","rho.sharp",0.635,24,5,0.5,200,TRUE,TRUE,4000001
"T41","rho.oracle",0.575,24,5,0.5,200,TRUE,TRUE,4000001
"T41","rho.plug",0.745,24,5,0.5,200,TRUE,TRUE,4000001
"T42","rho.sharp",0.505,24,5,0.5,200,TRUE,TRUE,4000001
"T42","rho.oracle",0.465,24,5,0.5,200,TRUE,TRUE,4000001
"T42","rho.plug",0.62,24,5,0.5,200,TRUE,TRUE,4000001
"T43","rho.sharp",0.13,24,5,0.5,200,TRUE,TRUE,4000001
"T43","rho.oracle",0.16,24,5,0.5,200,TRUE,TRUE,4000001
"T43","rho.plug",0.6,24,5,0.5,200,TRUE,TRUE,4000001
"T11","rho.sharp",0.46,48,10,0.5,200,TRUE,TRUE,4000001
"T11","rho.oracle",0.535,48,10,0.5,200,TRUE,TRUE,4000001
"T11","rho.plug",0.57,48,10,0.5,200,TRUE,TRUE,4000001
"T12","rho.sharp",0.4,48,10,0.5,200,TRUE,TRUE,4000001
"T12","rho.oracle",0.485,48,10,0.5,200,TRUE,TRUE,4000001
"T12","rho.plug",0.56,48,10,0.5,200,TRUE,TRUE,4000001
"T13","rho.sharp",0.795,48,10,0.5,200,TRUE,TRUE,4000001
"T13","rho.oracle",0.775,48,10,0.5,200,TRUE,TRUE,4000001
"T13","rho.plug",0.74,48,10,0.5,200,TRUE,TRUE,4000001
"T21","rho.sharp",0.55,48,10,0.5,200,TRUE,TRUE,4000001
"T21","rho.oracle",0.61,48,10,0.5,200,TRUE,TRUE,4000001
"T21","rho.plug",0.595,48,10,0.5,200,TRUE,TRUE,4000001
"T22","rho.sharp",0.58,48,10,0.5,200,TRUE,TRUE,4000001
"T22","rho.oracle",0.595,48,10,0.5,200,TRUE,TRUE,4000001
"T22","rho.plug",0.62,48,10,0.5,200,TRUE,TRUE,4000001
"T23","rho.sharp",0.495,48,10,0.5,200,TRUE,TRUE,4000001
"T23","rho.oracle",0.495,48,10,0.5,200,TRUE,TRUE,4000001
"T23","rho.plug",0.33,48,10,0.5,200,TRUE,TRUE,4000001
"T31","rho.sharp",0.42,48,10,0.5,200,TRUE,TRUE,4000001
"T31","rho.oracle",0.515,48,10,0.5,200,TRUE,TRUE,4000001
"T31","rho.plug",0.585,48,10,0.5,200,TRUE,TRUE,4000001
"T32","rho.sharp",0.385,48,10,0.5,200,TRUE,TRUE,4000001
"T32","rho.oracle",0.485,48,10,0.5,200,TRUE,TRUE,4000001
"T32","rho.plug",0.58,48,10,0.5,200,TRUE,TRUE,4000001
"T33","rho.sharp",0.495,48,10,0.5,200,TRUE,TRUE,4000001
"T33","rho.oracle",0.495,48,10,0.5,200,TRUE,TRUE,4000001
"T33","rho.plug",0.585,48,10,0.5,200,TRUE,TRUE,4000001
"T41","rho.sharp",0.42,48,10,0.5,200,TRUE,TRUE,4000001
"T41","rho.oracle",0.515,48,10,0.5,200,TRUE,TRUE,4000001
"T41","rho.plug",0.585,48,10,0.5,200,TRUE,TRUE,4000001
"T42","rho.sharp",0.385,48,10,0.5,200,TRUE,TRUE,4000001
"T42","rho.oracle",0.485,48,10,0.5,200,TRUE,TRUE,4000001
"T42","rho.plug",0.58,48,10,0.5,200,TRUE,TRUE,4000001
"T43","rho.sharp",0.495,48,10,0.5,200,TRUE,TRUE,4000001
"T43","rho.oracle",0.495,48,10,0.5,200,TRUE,TRUE,4000001
"T43","rho.plug",0.585,48,10,0.5,200,TRUE,TRUE,4000001
"T11","rho.sharp",0.16,24,5,0.5,200,FALSE,TRUE,4000001
"T11","rho.oracle",0.815,24,5,0.5,200,FALSE,TRUE,4000001
"T11","rho.plug",0.86,24,5,0.5,200,FALSE,TRUE,4000001
"T12","rho.sharp",0.05,24,5,0.5,200,FALSE,TRUE,4000001
"T12","rho.oracle",0.71,24,5,0.5,200,FALSE,TRUE,4000001
"T12","rho.plug",0.69,24,5,0.5,200,FALSE,TRUE,4000001
"T13","rho.sharp",0.04,24,5,0.5,200,FALSE,TRUE,4000001
"T13","rho.oracle",0.8,24,5,0.5,200,FALSE,TRUE,4000001
"T13","rho.plug",0.935,24,5,0.5,200,FALSE,TRUE,4000001
"T21","rho.sharp",0.47,24,5,0.5,200,FALSE,TRUE,4000001
"T21","rho.oracle",0.695,24,5,0.5,200,FALSE,TRUE,4000001
"T21","rho.plug",0.81,24,5,0.5,200,FALSE,TRUE,4000001
"T22","rho.sharp",0.105,24,5,0.5,200,FALSE,TRUE,4000001
"T22","rho.oracle",0.395,24,5,0.5,200,FALSE,TRUE,4000001
"T22","rho.plug",0.495,24,5,0.5,200,FALSE,TRUE,4000001
"T23","rho.sharp",0.015,24,5,0.5,200,FALSE,TRUE,4000001
"T23","rho.oracle",0.34,24,5,0.5,200,FALSE,TRUE,4000001
"T23","rho.plug",0.495,24,5,0.5,200,FALSE,TRUE,4000001
"T31","rho.sharp",0.295,24,5,0.5,200,FALSE,TRUE,4000001
"T31","rho.oracle",0.765,24,5,0.5,200,FALSE,TRUE,4000001
"T31","rho.plug",0.82,24,5,0.5,200,FALSE,TRUE,4000001
"T32","rho.sharp",0.11,24,5,0.5,200,FALSE,TRUE,4000001
"T32","rho.oracle",0.51,24,5,0.5,200,FALSE,TRUE,4000001
"T32","rho.plug",0.605,24,5,0.5,200,FALSE,TRUE,4000001
"T33","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000001
"T33","rho.oracle",0.31,24,5,0.5,200,FALSE,TRUE,4000001
"T33","rho.plug",0.635,24,5,0.5,200,FALSE,TRUE,4000001
"T41","rho.sharp",0.295,24,5,0.5,200,FALSE,TRUE,4000001
"T41","rho.oracle",0.765,24,5,0.5,200,FALSE,TRUE,4000001
"T41","rho.plug",0.82,24,5,0.5,200,FALSE,TRUE,4000001
"T42","rho.sharp",0.11,24,5,0.5,200,FALSE,TRUE,4000001
"T42","rho.oracle",0.51,24,5,0.5,200,FALSE,TRUE,4000001
"T42","rho.plug",0.605,24,5,0.5,200,FALSE,TRUE,4000001
"T43","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000001
"T43","rho.oracle",0.31,24,5,0.5,200,FALSE,TRUE,4000001
"T43","rho.plug",0.635,24,5,0.5,200,FALSE,TRUE,4000001
"T11","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T11","rho.oracle",0.5,48,10,0.5,200,FALSE,TRUE,4000001
"T11","rho.plug",0.605,48,10,0.5,200,FALSE,TRUE,4000001
"T12","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T12","rho.oracle",0.495,48,10,0.5,200,FALSE,TRUE,4000001
"T12","rho.plug",0.555,48,10,0.5,200,FALSE,TRUE,4000001
"T13","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T13","rho.oracle",0.77,48,10,0.5,200,FALSE,TRUE,4000001
"T13","rho.plug",0.76,48,10,0.5,200,FALSE,TRUE,4000001
"T21","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T21","rho.oracle",0.435,48,10,0.5,200,FALSE,TRUE,4000001
"T21","rho.plug",0.425,48,10,0.5,200,FALSE,TRUE,4000001
"T22","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000001
"T22","rho.oracle",0.495,48,10,0.5,200,FALSE,TRUE,4000001
"T22","rho.plug",0.49,48,10,0.5,200,FALSE,TRUE,4000001
"T23","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T23","rho.oracle",0.095,48,10,0.5,200,FALSE,TRUE,4000001
"T23","rho.plug",0.055,48,10,0.5,200,FALSE,TRUE,4000001
"T31","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T31","rho.oracle",0.365,48,10,0.5,200,FALSE,TRUE,4000001
"T31","rho.plug",0.44,48,10,0.5,200,FALSE,TRUE,4000001
"T32","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T32","rho.oracle",0.435,48,10,0.5,200,FALSE,TRUE,4000001
"T32","rho.plug",0.525,48,10,0.5,200,FALSE,TRUE,4000001
"T33","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T33","rho.oracle",0.265,48,10,0.5,200,FALSE,TRUE,4000001
"T33","rho.plug",0.34,48,10,0.5,200,FALSE,TRUE,4000001
"T41","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T41","rho.oracle",0.365,48,10,0.5,200,FALSE,TRUE,4000001
"T41","rho.plug",0.44,48,10,0.5,200,FALSE,TRUE,4000001
"T42","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T42","rho.oracle",0.435,48,10,0.5,200,FALSE,TRUE,4000001
"T42","rho.plug",0.525,48,10,0.5,200,FALSE,TRUE,4000001
"T43","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000001
"T43","rho.oracle",0.265,48,10,0.5,200,FALSE,TRUE,4000001
"T43","rho.plug",0.34,48,10,0.5,200,FALSE,TRUE,4000001
"T11","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T11","rho.oracle",0.195,24,5,0.5,200,FALSE,FALSE,4000001
"T11","rho.plug",0.075,24,5,0.5,200,FALSE,FALSE,4000001
"T12","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T12","rho.oracle",0.065,24,5,0.5,200,FALSE,FALSE,4000001
"T12","rho.plug",0.03,24,5,0.5,200,FALSE,FALSE,4000001
"T13","rho.sharp",0.015,24,5,0.5,200,FALSE,FALSE,4000001
"T13","rho.oracle",0.95,24,5,0.5,200,FALSE,FALSE,4000001
"T13","rho.plug",0.825,24,5,0.5,200,FALSE,FALSE,4000001
"T21","rho.sharp",0.01,24,5,0.5,200,FALSE,FALSE,4000001
"T21","rho.oracle",0.03,24,5,0.5,200,FALSE,FALSE,4000001
"T21","rho.plug",0.01,24,5,0.5,200,FALSE,FALSE,4000001
"T22","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T22","rho.oracle",0.015,24,5,0.5,200,FALSE,FALSE,4000001
"T22","rho.plug",0.005,24,5,0.5,200,FALSE,FALSE,4000001
"T23","rho.sharp",0.005,24,5,0.5,200,FALSE,FALSE,4000001
"T23","rho.oracle",0.79,24,5,0.5,200,FALSE,FALSE,4000001
"T23","rho.plug",0.46,24,5,0.5,200,FALSE,FALSE,4000001
"T31","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T31","rho.oracle",0.055,24,5,0.5,200,FALSE,FALSE,4000001
"T31","rho.plug",0.03,24,5,0.5,200,FALSE,FALSE,4000001
"T32","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T32","rho.oracle",0.03,24,5,0.5,200,FALSE,FALSE,4000001
"T32","rho.plug",0.02,24,5,0.5,200,FALSE,FALSE,4000001
"T33","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T33","rho.oracle",0.905,24,5,0.5,200,FALSE,FALSE,4000001
"T33","rho.plug",0.57,24,5,0.5,200,FALSE,FALSE,4000001
"T41","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T41","rho.oracle",0.055,24,5,0.5,200,FALSE,FALSE,4000001
"T41","rho.plug",0.03,24,5,0.5,200,FALSE,FALSE,4000001
"T42","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T42","rho.oracle",0.03,24,5,0.5,200,FALSE,FALSE,4000001
"T42","rho.plug",0.02,24,5,0.5,200,FALSE,FALSE,4000001
"T43","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000001
"T43","rho.oracle",0.905,24,5,0.5,200,FALSE,FALSE,4000001
"T43","rho.plug",0.57,24,5,0.5,200,FALSE,FALSE,4000001
"T11","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T11","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000001
"T11","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T12","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T12","rho.oracle",0.01,48,10,0.5,200,FALSE,FALSE,4000001
"T12","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T13","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T13","rho.oracle",0.935,48,10,0.5,200,FALSE,FALSE,4000001
"T13","rho.plug",0.82,48,10,0.5,200,FALSE,FALSE,4000001
"T21","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T21","rho.oracle",0.02,48,10,0.5,200,FALSE,FALSE,4000001
"T21","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000001
"T22","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T22","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000001
"T22","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T23","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T23","rho.oracle",0.94,48,10,0.5,200,FALSE,FALSE,4000001
"T23","rho.plug",0.88,48,10,0.5,200,FALSE,FALSE,4000001
"T31","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T31","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000001
"T31","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T32","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T32","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000001
"T32","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T33","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T33","rho.oracle",0.995,48,10,0.5,200,FALSE,FALSE,4000001
"T33","rho.plug",0.965,48,10,0.5,200,FALSE,FALSE,4000001
"T41","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T41","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000001
"T41","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T42","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T42","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000001
"T42","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000001
"T43","rho.sharp",0,48,10,0.5,200,FALSE,FALSE,4000001
"T43","rho.oracle",0.995,48,10,0.5,200,FALSE,FALSE,4000001
"T43","rho.plug",0.965,48,10,0.5,200,FALSE,FALSE,4000001
"T11","rho.sharp",0.845,24,5,0.5,200,TRUE,TRUE,4000002
"T11","rho.oracle",0.835,24,5,0.5,200,TRUE,TRUE,4000002
"T11","rho.plug",0.825,24,5,0.5,200,TRUE,TRUE,4000002
"T12","rho.sharp",0.79,24,5,0.5,200,TRUE,TRUE,4000002
"T12","rho.oracle",0.78,24,5,0.5,200,TRUE,TRUE,4000002
"T12","rho.plug",0.745,24,5,0.5,200,TRUE,TRUE,4000002
"T13","rho.sharp",0.59,24,5,0.5,200,TRUE,TRUE,4000002
"T13","rho.oracle",0.54,24,5,0.5,200,TRUE,TRUE,4000002
"T13","rho.plug",0.24,24,5,0.5,200,TRUE,TRUE,4000002
"T21","rho.sharp",0.73,24,5,0.5,200,TRUE,TRUE,4000002
"T21","rho.oracle",0.79,24,5,0.5,200,TRUE,TRUE,4000002
"T21","rho.plug",0.66,24,5,0.5,200,TRUE,TRUE,4000002
"T22","rho.sharp",0.8,24,5,0.5,200,TRUE,TRUE,4000002
"T22","rho.oracle",0.855,24,5,0.5,200,TRUE,TRUE,4000002
"T22","rho.plug",0.745,24,5,0.5,200,TRUE,TRUE,4000002
"T23","rho.sharp",0.12,24,5,0.5,200,TRUE,TRUE,4000002
"T23","rho.oracle",0.175,24,5,0.5,200,TRUE,TRUE,4000002
"T23","rho.plug",0.03,24,5,0.5,200,TRUE,TRUE,4000002
"T31","rho.sharp",0.87,24,5,0.5,200,TRUE,TRUE,4000002
"T31","rho.oracle",0.875,24,5,0.5,200,TRUE,TRUE,4000002
"T31","rho.plug",0.81,24,5,0.5,200,TRUE,TRUE,4000002
"T32","rho.sharp",0.83,24,5,0.5,200,TRUE,TRUE,4000002
"T32","rho.oracle",0.825,24,5,0.5,200,TRUE,TRUE,4000002
"T32","rho.plug",0.76,24,5,0.5,200,TRUE,TRUE,4000002
"T33","rho.sharp",0.4,24,5,0.5,200,TRUE,TRUE,4000002
"T33","rho.oracle",0.445,24,5,0.5,200,TRUE,TRUE,4000002
"T33","rho.plug",0.09,24,5,0.5,200,TRUE,TRUE,4000002
"T41","rho.sharp",0.87,24,5,0.5,200,TRUE,TRUE,4000002
"T41","rho.oracle",0.875,24,5,0.5,200,TRUE,TRUE,4000002
"T41","rho.plug",0.81,24,5,0.5,200,TRUE,TRUE,4000002
"T42","rho.sharp",0.83,24,5,0.5,200,TRUE,TRUE,4000002
"T42","rho.oracle",0.825,24,5,0.5,200,TRUE,TRUE,4000002
"T42","rho.plug",0.76,24,5,0.5,200,TRUE,TRUE,4000002
"T43","rho.sharp",0.4,24,5,0.5,200,TRUE,TRUE,4000002
"T43","rho.oracle",0.445,24,5,0.5,200,TRUE,TRUE,4000002
"T43","rho.plug",0.09,24,5,0.5,200,TRUE,TRUE,4000002
"T11","rho.sharp",0.895,48,10,0.5,200,TRUE,TRUE,4000002
"T11","rho.oracle",0.935,48,10,0.5,200,TRUE,TRUE,4000002
"T11","rho.plug",0.965,48,10,0.5,200,TRUE,TRUE,4000002
"T12","rho.sharp",0.86,48,10,0.5,200,TRUE,TRUE,4000002
"T12","rho.oracle",0.885,48,10,0.5,200,TRUE,TRUE,4000002
"T12","rho.plug",0.955,48,10,0.5,200,TRUE,TRUE,4000002
"T13","rho.sharp",0.315,48,10,0.5,200,TRUE,TRUE,4000002
"T13","rho.oracle",0.15,48,10,0.5,200,TRUE,TRUE,4000002
"T13","rho.plug",0.665,48,10,0.5,200,TRUE,TRUE,4000002
"T21","rho.sharp",0.89,48,10,0.5,200,TRUE,TRUE,4000002
"T21","rho.oracle",0.93,48,10,0.5,200,TRUE,TRUE,4000002
"T21","rho.plug",0.97,48,10,0.5,200,TRUE,TRUE,4000002
"T22","rho.sharp",0.89,48,10,0.5,200,TRUE,TRUE,4000002
"T22","rho.oracle",0.915,48,10,0.5,200,TRUE,TRUE,4000002
"T22","rho.plug",0.965,48,10,0.5,200,TRUE,TRUE,4000002
"T23","rho.sharp",0,48,10,0.5,200,TRUE,TRUE,4000002
"T23","rho.oracle",0.02,48,10,0.5,200,TRUE,TRUE,4000002
"T23","rho.plug",0.235,48,10,0.5,200,TRUE,TRUE,4000002
"T31","rho.sharp",0.92,48,10,0.5,200,TRUE,TRUE,4000002
"T31","rho.oracle",0.955,48,10,0.5,200,TRUE,TRUE,4000002
"T31","rho.plug",0.985,48,10,0.5,200,TRUE,TRUE,4000002
"T32","rho.sharp",0.9,48,10,0.5,200,TRUE,TRUE,4000002
"T32","rho.oracle",0.94,48,10,0.5,200,TRUE,TRUE,4000002
"T32","rho.plug",0.975,48,10,0.5,200,TRUE,TRUE,4000002
"T33","rho.sharp",0.14,48,10,0.5,200,TRUE,TRUE,4000002
"T33","rho.oracle",0.08,48,10,0.5,200,TRUE,TRUE,4000002
"T33","rho.plug",0.265,48,10,0.5,200,TRUE,TRUE,4000002
"T41","rho.sharp",0.92,48,10,0.5,200,TRUE,TRUE,4000002
"T41","rho.oracle",0.955,48,10,0.5,200,TRUE,TRUE,4000002
"T41","rho.plug",0.985,48,10,0.5,200,TRUE,TRUE,4000002
"T42","rho.sharp",0.9,48,10,0.5,200,TRUE,TRUE,4000002
"T42","rho.oracle",0.94,48,10,0.5,200,TRUE,TRUE,4000002
"T42","rho.plug",0.975,48,10,0.5,200,TRUE,TRUE,4000002
"T43","rho.sharp",0.14,48,10,0.5,200,TRUE,TRUE,4000002
"T43","rho.oracle",0.08,48,10,0.5,200,TRUE,TRUE,4000002
"T43","rho.plug",0.265,48,10,0.5,200,TRUE,TRUE,4000002
"T11","rho.sharp",0.16,24,5,0.5,200,FALSE,TRUE,4000002
"T11","rho.oracle",0.82,24,5,0.5,200,FALSE,TRUE,4000002
"T11","rho.plug",0.92,24,5,0.5,200,FALSE,TRUE,4000002
"T12","rho.sharp",0.1,24,5,0.5,200,FALSE,TRUE,4000002
"T12","rho.oracle",0.74,24,5,0.5,200,FALSE,TRUE,4000002
"T12","rho.plug",0.84,24,5,0.5,200,FALSE,TRUE,4000002
"T13","rho.sharp",0.02,24,5,0.5,200,FALSE,TRUE,4000002
"T13","rho.oracle",0.305,24,5,0.5,200,FALSE,TRUE,4000002
"T13","rho.plug",0.315,24,5,0.5,200,FALSE,TRUE,4000002
"T21","rho.sharp",0.265,24,5,0.5,200,FALSE,TRUE,4000002
"T21","rho.oracle",0.435,24,5,0.5,200,FALSE,TRUE,4000002
"T21","rho.plug",0.355,24,5,0.5,200,FALSE,TRUE,4000002
"T22","rho.sharp",0.32,24,5,0.5,200,FALSE,TRUE,4000002
"T22","rho.oracle",0.67,24,5,0.5,200,FALSE,TRUE,4000002
"T22","rho.plug",0.5,24,5,0.5,200,FALSE,TRUE,4000002
"T23","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000002
"T23","rho.oracle",0.025,24,5,0.5,200,FALSE,TRUE,4000002
"T23","rho.plug",0.01,24,5,0.5,200,FALSE,TRUE,4000002
"T31","rho.sharp",0.375,24,5,0.5,200,FALSE,TRUE,4000002
"T31","rho.oracle",0.81,24,5,0.5,200,FALSE,TRUE,4000002
"T31","rho.plug",0.78,24,5,0.5,200,FALSE,TRUE,4000002
"T32","rho.sharp",0.295,24,5,0.5,200,FALSE,TRUE,4000002
"T32","rho.oracle",0.76,24,5,0.5,200,FALSE,TRUE,4000002
"T32","rho.plug",0.72,24,5,0.5,200,FALSE,TRUE,4000002
"T33","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000002
"T33","rho.oracle",0.23,24,5,0.5,200,FALSE,TRUE,4000002
"T33","rho.plug",0.14,24,5,0.5,200,FALSE,TRUE,4000002
"T41","rho.sharp",0.375,24,5,0.5,200,FALSE,TRUE,4000002
"T41","rho.oracle",0.81,24,5,0.5,200,FALSE,TRUE,4000002
"T41","rho.plug",0.78,24,5,0.5,200,FALSE,TRUE,4000002
"T42","rho.sharp",0.295,24,5,0.5,200,FALSE,TRUE,4000002
"T42","rho.oracle",0.76,24,5,0.5,200,FALSE,TRUE,4000002
"T42","rho.plug",0.72,24,5,0.5,200,FALSE,TRUE,4000002
"T43","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000002
"T43","rho.oracle",0.23,24,5,0.5,200,FALSE,TRUE,4000002
"T43","rho.plug",0.14,24,5,0.5,200,FALSE,TRUE,4000002
"T11","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000002
"T11","rho.oracle",0.89,48,10,0.5,200,FALSE,TRUE,4000002
"T11","rho.plug",0.93,48,10,0.5,200,FALSE,TRUE,4000002
"T12","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000002
"T12","rho.oracle",0.875,48,10,0.5,200,FALSE,TRUE,4000002
"T12","rho.plug",0.955,48,10,0.5,200,FALSE,TRUE,4000002
"T13","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000002
"T13","rho.oracle",0.05,48,10,0.5,200,FALSE,TRUE,4000002
"T13","rho.plug",0.13,48,10,0.5,200,FALSE,TRUE,4000002
"T21","rho.sharp",0.06,48,10,0.5,200,FALSE,TRUE,4000002
"T21","rho.oracle",0.8,48,10,0.5,200,FALSE,TRUE,4000002
"T21","rho.plug",0.83,48,10,0.5,200,FALSE,TRUE,4000002
"T22","rho.sharp",0.07,48,10,0.5,200,FALSE,TRUE,4000002
"T22","rho.oracle",0.905,48,10,0.5,200,FALSE,TRUE,4000002
"T22","rho.plug",0.935,48,10,0.5,200,FALSE,TRUE,4000002
"T23","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000002
"T23","rho.oracle",0.04,48,10,0.5,200,FALSE,TRUE,4000002
"T23","rho.plug",0.13,48,10,0.5,200,FALSE,TRUE,4000002
"T31","rho.sharp",0.04,48,10,0.5,200,FALSE,TRUE,4000002
"T31","rho.oracle",0.925,48,10,0.5,200,FALSE,TRUE,4000002
"T31","rho.plug",0.945,48,10,0.5,200,FALSE,TRUE,4000002
"T32","rho.sharp",0.05,48,10,0.5,200,FALSE,TRUE,4000002
"T32","rho.oracle",0.925,48,10,0.5,200,FALSE,TRUE,4000002
"T32","rho.plug",0.945,48,10,0.5,200,FALSE,TRUE,4000002
"T33","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000002
"T33","rho.oracle",0.055,48,10,0.5,200,FALSE,TRUE,4000002
"T33","rho.plug",0.1,48,10,0.5,200,FALSE,TRUE,4000002
"T41","rho.sharp",0.04,48,10,0.5,200,FALSE,TRUE,4000002
"T41","rho.oracle",0.925,48,10,0.5,200,FALSE,TRUE,4000002
"T41","rho.plug",0.945,48,10,0.5,200,FALSE,TRUE,4000002
"T42","rho.sharp",0.05,48,10,0.5,200,FALSE,TRUE,4000002
"T42","rho.oracle",0.925,48,10,0.5,200,FALSE,TRUE,4000002
"T42","rho.plug",0.945,48,10,0.5,200,FALSE,TRUE,4000002
"T43","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000002
"T43","rho.oracle",0.055,48,10,0.5,200,FALSE,TRUE,4000002
"T43","rho.plug",0.1,48,10,0.5,200,FALSE,TRUE,4000002
"T11","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000002
"T11","rho.oracle",0.075,24,5,0.5,200,FALSE,FALSE,4000002
"T11","rho.plug",0.09,24,5,0.5,200,FALSE,FALSE,4000002
